accuracy,precision,sensitivity,specificity,f1Score,aucpr,name,iteration
0.915,1,0.15,1,0.260869565217391,0.416405867125628,Linear,1
0.87,0.05,0.0166666666666667,0.964814814814815,0.025,0.0906528446418973,RBF,1
0.77,0.283333333333333,0.85,0.761111111111111,0.425,0.33257533633417,Dirac,1
0.77,0.283333333333333,0.85,0.761111111111111,0.425,0.319031276916695,k1,1
0.9,NaN,0,1,0,0.0716935800530032,Aitchison-Aitken,1
0.663333333333333,0.105555555555556,0.316666666666667,0.701851851851852,0.158333333333333,0.0674823213820965,Li-Racin,1
0.66,0.1,0.3,0.7,0.15,0.0688317819881375,Ordered Aitchison-Aitken,1
0.666666666666667,0.111111111111111,0.333333333333333,0.703703703703704,0.166666666666667,0.0657631724768226,Ordered Li-Racin,1
0.663333333333333,0.105555555555556,0.316666666666667,0.701851851851852,0.158333333333333,0.067921997634404,Wang-Ryzin,1
0.763333333333333,0.272222222222222,0.816666666666667,0.757407407407407,0.408333333333333,0.301401695410933,m3,1
0.923333333333333,0.75,0.35,0.987037037037037,0.477272727272727,0.548552209883534,SSK,1
0.9,NaN,0,1,0,0.374295069479014,Linear,2
0.876666666666667,0,0,0.974074074074074,0,0.0864952061065219,RBF,2
0.745,0.240223463687151,0.716666666666667,0.748148148148148,0.359832635983264,0.252170923103496,Dirac,2
0.746666666666667,0.244444444444444,0.733333333333333,0.748148148148148,0.366666666666667,0.265549257484643,k1,2
0.63,0.05,0.15,0.683333333333333,0.075,0.07220983356334,Aitchison-Aitken,2
0.666666666666667,0.111111111111111,0.333333333333333,0.703703703703704,0.166666666666667,0.0682995922938587,Li-Racin,2
0.69,0.15,0.45,0.716666666666667,0.225,0.0664272149617817,Ordered Aitchison-Aitken,2
0.66,0.1,0.3,0.7,0.15,0.0691704170149433,Ordered Li-Racin,2
0.66,0.1,0.3,0.7,0.15,0.0750845497751325,Wang-Ryzin,2
0.773333333333333,0.246666666666667,0.616666666666667,0.790740740740741,0.352380952380952,0.256348715650692,m3,2
0.938333333333333,0.682539682539683,0.716666666666667,0.962962962962963,0.699186991869919,0.770654427166489,SSK,2
0.916666666666667,1,0.166666666666667,1,0.285714285714286,0.517072363771151,Linear,3
0.868333333333333,0.0476190476190476,0.0166666666666667,0.962962962962963,0.0246913580246914,0.113136941773501,RBF,3
0.75,0.25,0.75,0.75,0.375,0.303113107940196,Dirac,3
0.746666666666667,0.244444444444444,0.733333333333333,0.748148148148148,0.366666666666667,0.298013467850142,k1,3
0.656666666666667,0.0944444444444444,0.283333333333333,0.698148148148148,0.141666666666667,0.066454733053109,Aitchison-Aitken,3
0.666666666666667,0.111111111111111,0.333333333333333,0.703703703703704,0.166666666666667,0.0668963735129004,Li-Racin,3
0.67,0.116666666666667,0.35,0.705555555555556,0.175,0.0686318305722958,Ordered Aitchison-Aitken,3
0.666666666666667,0.111111111111111,0.333333333333333,0.703703703703704,0.166666666666667,0.0678906674511045,Ordered Li-Racin,3
0.66,0.1,0.3,0.7,0.15,0.0719824679559627,Wang-Ryzin,3
0.763333333333333,0.272222222222222,0.816666666666667,0.757407407407407,0.408333333333333,0.30552982290588,m3,3
0.896666666666667,0.466666666666667,0.233333333333333,0.97037037037037,0.311111111111111,0.339108361004657,SSK,3
0.903333333333333,0.666666666666667,0.0666666666666667,0.996296296296296,0.121212121212121,0.358468396433732,Linear,4
0.846666666666667,0,0,0.940740740740741,0,0.0826791792892561,RBF,4
0.743333333333333,0.238888888888889,0.716666666666667,0.746296296296296,0.358333333333333,0.241333401497521,Dirac,4
0.746666666666667,0.244444444444444,0.733333333333333,0.748148148148148,0.366666666666667,0.249630535457542,k1,4
0.66,0.1,0.3,0.7,0.15,0.0661166299463523,Aitchison-Aitken,4
0.643333333333333,0.0722222222222222,0.216666666666667,0.690740740740741,0.108333333333333,0.0710175647653132,Li-Racin,4
0.67,0.116666666666667,0.35,0.705555555555556,0.175,0.0659840768207581,Ordered Aitchison-Aitken,4
0.633333333333333,0.0555555555555556,0.166666666666667,0.685185185185185,0.0833333333333333,0.0696788047822623,Ordered Li-Racin,4
0.676666666666667,0.127777777777778,0.383333333333333,0.709259259259259,0.191666666666667,0.065892187296417,Wang-Ryzin,4
0.743333333333333,0.238888888888889,0.716666666666667,0.746296296296296,0.358333333333333,0.256885739764613,m3,4
0.913333333333333,0.576923076923077,0.5,0.959259259259259,0.535714285714286,0.521873143869896,SSK,4
0.905,1,0.05,1,0.0952380952380952,0.426879872442344,Linear,5
0.868333333333333,0,0,0.964814814814815,0,0.088281956740891,RBF,5
0.743333333333333,0.238888888888889,0.716666666666667,0.746296296296296,0.358333333333333,0.266576444964858,Dirac,5
0.746666666666667,0.244444444444444,0.733333333333333,0.748148148148148,0.366666666666667,0.269691080338427,k1,5
0.66,0.1,0.3,0.7,0.15,0.0742406297579256,Aitchison-Aitken,5
0.656666666666667,0.0944444444444444,0.283333333333333,0.698148148148148,0.141666666666667,0.070650693282184,Li-Racin,5
0.65,0.0833333333333333,0.25,0.694444444444444,0.125,0.068975384297872,Ordered Aitchison-Aitken,5
0.66,0.1,0.3,0.7,0.15,0.0732171346440203,Ordered Li-Racin,5
0.656666666666667,0.0944444444444444,0.283333333333333,0.698148148148148,0.141666666666667,0.0671233546872378,Wang-Ryzin,5
0.765,0.273743016759777,0.816666666666667,0.759259259259259,0.410041841004184,0.288817130668965,m3,5
0.923333333333333,0.62962962962963,0.566666666666667,0.962962962962963,0.596491228070175,0.573783154734603,SSK,5
0.91,0.8,0.133333333333333,0.996296296296296,0.228571428571429,0.366866672269962,Linear,6
0.86,0.0384615384615385,0.0166666666666667,0.953703703703704,0.0232558139534884,0.0845152818860422,RBF,6
0.745,0.240223463687151,0.716666666666667,0.748148148148148,0.359832635983264,0.26590975389645,Dirac,6
0.743333333333333,0.238888888888889,0.716666666666667,0.746296296296296,0.358333333333333,0.26364301604936,k1,6
0.656666666666667,0.0944444444444444,0.283333333333333,0.698148148148148,0.141666666666667,0.0771485425770742,Aitchison-Aitken,6
0.656666666666667,0.0944444444444444,0.283333333333333,0.698148148148148,0.141666666666667,0.074048057242568,Li-Racin,6
0.663333333333333,0.105555555555556,0.316666666666667,0.701851851851852,0.158333333333333,0.0748021451276565,Ordered Aitchison-Aitken,6
0.65,0.0833333333333333,0.25,0.694444444444444,0.125,0.0806169869986114,Ordered Li-Racin,6
