name,accuracy,precision,sensitivity,specificity,f1Score,aucpr
kMRCD,0.961666666666667,0.877551020408163,0.716666666666667,0.988888888888889,0.788990825688073,0.884075929599472
kMRCD,0.968333333333333,0.847457627118644,0.833333333333333,0.983333333333333,0.840336134453782,0.905416102153455
kMRCD,0.958333333333333,0.872340425531915,0.683333333333333,0.988888888888889,0.766355140186916,0.879583400043922
kMRCD,0.948333333333333,0.795918367346939,0.65,0.981481481481482,0.715596330275229,0.811703677623805
kMRCD,0.953333333333333,0.775862068965517,0.75,0.975925925925926,0.76271186440678,0.819652762625753
lof,0.636666666666667,0.0611111111111111,0.183333333333333,0.687037037037037,0.0916666666666667,0.133445167631577
lof,0.623333333333333,0.0388888888888889,0.116666666666667,0.67962962962963,0.0583333333333333,0.0930869651640724
lof,0.623333333333333,0.0388888888888889,0.116666666666667,0.67962962962963,0.0583333333333333,0.0934449850211553
lof,0.62,0.0333333333333333,0.1,0.677777777777778,0.05,0.0558667880040566
lof,0.64,0.0666666666666667,0.2,0.688888888888889,0.1,0.0738743556368022
iforest,0.663333333333333,0.105555555555556,0.316666666666667,0.701851851851852,0.158333333333333,0.154293268866423
iforest,0.658333333333333,0.0949720670391061,0.283333333333333,0.7,0.142259414225941,0.174304691672715
iforest,0.661666666666667,0.100558659217877,0.3,0.701851851851852,0.150627615062762,0.140332124940479
iforest,0.653333333333333,0.0842696629213483,0.25,0.698148148148148,0.126050420168067,0.111060097339257
iforest,0.658333333333333,0.0903954802259887,0.266666666666667,0.701851851851852,0.135021097046413,0.138480084509995
robustcov,0.9,NaN,0,1,0,0
robustcov,0.9,NaN,0,1,0,0
robustcov,0.9,NaN,0,1,0,0
robustcov,0.9,NaN,0,1,0,0
robustcov,0.9,NaN,0,1,0,0
